atk_soft_attack,atk_hard_attack,atk_breakthrough,atk_org,atk_armor,atk_hardness,atk_supply,def_defense,def_soft_attack,def_hard_attack,def_org,def_piercing,def_entrenchment,def_supply,terrain_mod,fort_level,cas_support,victory
304,326,478,45,60,0.21,0.5,666,302,112,58,113,25,0.96,0.9,0,1,0
227,71,364,48,113,0.54,0.66,431,261,206,56,15,17,0.73,0.9,0,1,1
553,281,500,31,109,0.4,0.44,723,537,78,32,39,14,0.87,0.9,10,0,0
245,175,177,45,82,0.68,0.62,212,510,227,73,49,7,0.42,0.6,0,0,1
641,363,295,37,61,0.7,0.92,555,301,118,45,116,19,0.72,0.9,0,0,1
388,303,433,58,109,0.94,0.98,691,342,27,70,42,2,0.43,0.6,10,1,0
506,65,85,49,104,0.43,0.57,164,279,174,33,99,17,0.95,0.6,5,0,1
669,240,192,44,82,0.71,0.48,370,394,217,76,35,24,0.89,0.8,5,0,0
276,356,303,64,54,0.56,0.8,596,305,79,48,5,17,0.66,1.0,3,0,1
207,192,400,59,81,0.42,0.56,425,271,217,39,66,2,0.43,0.8,0,0,1
117,134,100,79,35,0.38,0.97,499,498,158,67,53,10,0.32,0.6,0,0,0
607,218,330,75,90,0.09,0.8,606,118,192,74,93,4,0.51,0.9,5,0,1
428,399,386,70,78,0.78,0.44,208,87,51,67,104,1,0.85,0.9,0,0,1
584,248,357,74,61,0.73,0.51,200,157,39,36,107,1,0.46,1.0,2,0,1
797,126,58,76,25,0.17,0.77,755,470,48,73,114,11,0.65,0.4,1,0,0
724,39,177,48,114,0.16,0.68,553,490,229,73,117,10,0.72,0.6,1,0,0
305,136,332,47,31,0.27,0.6,236,500,285,74,120,13,0.73,0.8,0,0,0
62,86,252,52,87,0.01,0.61,657,72,56,56,110,22,0.63,0.8,10,0,0
317,250,70,80,23,0.01,0.35,102,436,200,34,33,0,0.61,0.9,0,0,1
95,302,138,37,83,0.62,0.38,433,598,73,78,88,20,0.77,0.4,0,0,0
373,243,255,42,46,0.66,0.62,689,238,297,52,101,22,0.32,0.9,3,0,1
730,399,446,45,68,0.33,0.93,829,130,263,77,117,1,0.67,0.6,1,0,1
555,271,372,72,20,0.19,0.55,759,579,40,76,9,6,0.59,0.4,1,1,0
374,278,300,54,66,0.37,0.73,196,130,133,80,20,16,0.81,0.8,10,1,1
228,367,243,49,32,0.39,0.45,346,191,299,53,65,25,0.42,0.8,0,0,1
294,112,158,61,76,0.32,0.56,901,189,229,58,73,21,0.49,1.0,0,0,1
167,178,210,69,74,0.16,0.49,513,293,35,61,107,24,0.8,1.0,0,0,0
721,125,144,74,54,0.87,0.32,170,467,133,80,63,25,0.71,0.4,0,1,0
175,296,480,50,92,0.36,0.48,517,268,281,35,9,20,0.48,0.8,1,0,1
93,193,62,59,73,0.6,0.95,883,135,146,35,73,0,0.49,0.4,0,0,0
68,290,84,45,12,0.62,0.91,185,123,19,44,67,20,0.37,0.9,2,0,1
265,34,228,76,61,0.21,0.75,406,137,272,61,49,4,0.48,0.6,10,0,0
261,53,383,67,118,0.74,0.71,948,97,166,42,108,22,0.63,0.4,5,0,0
610,399,490,77,88,0.54,0.93,151,417,198,43,67,4,0.72,0.8,0,1,1
494,236,265,49,8,0.91,0.49,256,529,236,74,11,4,0.86,0.8,3,0,0
165,139,148,62,33,0.19,0.4,157,336,287,71,82,3,0.88,0.6,0,0,0
374,309,125,33,78,0.38,0.67,653,242,83,40,108,1,0.99,1.0,0,0,0
391,134,458,72,47,0.9,0.34,754,166,244,37,113,17,0.39,0.9,5,0,1
117,38,72,67,51,0.43,0.71,654,373,149,46,73,23,0.4,0.9,2,0,0
103,196,378,53,58,0.95,0.56,351,293,91,63,101,23,0.98,0.4,1,0,0
693,39,473,35,61,0.88,0.9,666,398,64,40,72,3,0.95,1.0,0,1,1
632,132,347,57,43,0.51,0.67,504,494,162,41,64,18,0.95,0.8,0,0,1
276,231,30,64,62,0.68,0.4,679,580,172,74,87,5,0.41,1.0,0,0,0
113,187,94,76,88,0.16,0.85,442,580,37,43,42,4,0.88,0.8,2,1,0
413,66,247,78,116,0.23,0.51,808,164,283,66,36,11,0.51,0.6,0,0,1
728,334,446,60,45,0.35,0.83,157,545,117,50,118,2,0.56,0.4,10,0,1
193,318,359,35,86,1.0,0.59,439,314,17,49,7,10,0.39,0.8,0,0,1
406,396,343,54,119,0.28,0.52,480,180,295,78,24,25,0.97,0.4,3,0,0
575,191,227,66,100,0.58,0.46,177,250,223,39,40,1,0.37,0.9,10,0,1
601,183,446,64,69,0.74,0.38,933,76,280,45,51,13,0.71,0.4,3,0,1
535,328,337,57,113,0.32,0.74,323,527,184,75,113,12,0.78,0.9,5,1,0
92,119,349,30,2,0.09,0.77,486,229,71,80,55,22,0.93,0.9,3,1,0
418,47,462,39,40,0.97,0.62,727,66,47,36,14,21,0.33,0.8,5,0,1
675,172,379,42,12,0.69,0.91,119,331,155,33,37,17,0.37,0.6,3,1,1
213,179,254,30,41,0.56,0.38,632,580,277,69,26,13,0.59,0.4,3,0,0
187,393,181,77,102,0.4,0.38,532,286,117,48,54,7,0.78,0.4,2,1,0
733,31,145,36,56,0.51,0.97,822,348,177,55,70,11,0.68,0.8,3,1,0
355,322,66,57,98,0.92,0.42,709,437,162,79,97,11,0.8,0.8,3,0,0
471,142,412,75,42,0.93,0.39,508,533,18,70,38,24,0.61,0.4,5,1,0
394,136,117,64,0,0.21,0.38,472,286,95,60,59,8,0.95,0.9,2,1,0
589,184,252,49,46,0.93,0.51,568,401,241,48,62,3,0.46,0.4,5,0,0
589,50,107,63,57,0.37,0.5,724,141,146,71,77,5,0.57,0.8,5,0,0
168,283,336,77,40,0.88,0.36,592,527,68,43,31,8,0.45,0.9,2,1,1
618,116,170,41,67,0.38,0.79,351,185,167,40,0,4,0.91,0.4,1,0,1
125,227,276,31,53,0.72,0.65,810,254,36,49,107,22,0.84,1.0,1,1,0
413,288,242,30,75,0.6,0.93,718,143,28,68,83,7,0.64,0.9,0,1,1
574,91,317,73,49,0.82,0.76,105,466,19,41,40,10,0.3,1.0,10,0,1
545,294,413,77,22,1.0,0.48,344,535,187,80,63,21,0.92,0.4,5,0,0
652,316,440,73,101,0.61,0.97,865,503,158,76,34,19,0.94,0.8,0,1,1
411,37,78,55,9,0.35,0.68,859,75,35,57,97,6,0.68,1.0,0,0,1
625,378,354,45,86,0.46,0.69,492,489,117,46,69,21,0.64,1.0,0,1,1
770,133,35,49,109,0.84,0.81,588,217,67,79,35,10,0.55,0.4,1,0,0
789,183,240,58,59,0.86,0.64,790,467,158,56,89,14,0.34,0.9,5,1,0
750,84,214,37,55,0.62,0.37,572,499,204,36,118,1,0.97,0.4,2,0,0
654,341,321,67,14,0.51,0.63,386,249,234,44,51,20,0.66,0.4,1,0,1
71,374,254,40,97,0.91,0.7,747,144,79,45,57,17,0.7,0.9,2,1,1
119,335,96,51,99,0.89,0.73,987,495,67,72,108,20,0.48,0.9,3,0,0
203,64,260,63,7,0.95,0.42,346,573,125,67,51,10,0.84,0.6,10,0,0
737,252,301,62,41,0.83,0.54,621,222,19,34,91,19,0.95,0.6,0,0,1
249,289,247,37,102,0.08,0.74,891,378,77,53,69,12,0.61,0.6,0,0,0
504,340,93,55,93,0.36,0.77,709,318,102,71,63,11,0.99,0.6,3,1,0
262,366,442,59,82,0.55,0.82,612,424,158,55,42,25,0.95,0.4,3,0,0
89,35,455,65,38,0.68,0.98,806,225,22,64,93,14,0.69,0.6,0,1,0
233,320,111,69,89,0.36,0.39,339,571,88,76,98,20,0.96,0.8,0,0,0
716,234,143,35,57,0.95,0.73,515,125,33,76,56,7,0.81,0.4,5,1,0
268,74,456,74,32,0.07,0.39,746,474,255,32,32,23,0.42,0.6,1,0,1
220,107,443,60,56,0.97,0.63,222,249,86,74,37,0,0.75,0.6,0,1,1
257,183,128,51,62,0.66,0.66,688,439,182,51,120,21,0.87,0.6,3,0,0
506,321,421,38,27,0.33,0.61,932,41,143,56,1,5,0.93,0.9,1,0,1
593,236,138,64,114,0.94,0.4,270,221,194,71,2,4,0.92,0.6,0,1,1
622,290,107,42,71,0.22,0.35,378,364,13,39,35,23,0.36,0.6,5,0,0
688,156,156,53,54,0.93,0.38,183,494,28,44,108,4,0.81,0.6,3,0,1
94,337,477,41,62,0.61,0.97,446,419,192,79,63,12,0.87,1.0,5,0,0
789,119,244,55,39,0.29,0.5,470,247,269,38,32,17,0.66,0.9,0,0,1
567,279,358,40,76,0.29,0.73,1000,430,100,73,108,14,0.64,0.9,1,0,0
639,74,485,70,87,0.45,0.72,768,194,181,54,64,11,0.54,0.6,5,0,1
799,55,191,32,25,0.56,0.58,749,137,279,63,112,13,0.9,0.8,10,0,0
312,121,124,56,76,0.74,0.64,748,396,116,35,14,22,0.61,0.4,0,1,0
349,385,107,40,96,0.18,0.74,146,42,96,74,101,14,0.94,0.6,0,0,1
572,232,348,73,7,0.39,0.6,340,597,96,65,96,22,0.66,0.6,1,0,1
90,271,73,35,8,0.68,0.47,791,552,199,34,104,10,0.78,0.9,3,0,0
470,339,68,38,75,0.87,0.63,622,523,297,57,42,13,0.47,0.8,0,0,0
541,64,261,44,81,0.21,0.4,318,547,139,76,32,8,0.6,0.6,10,1,0
772,253,384,38,109,0.13,0.62,878,196,82,63,88,9,0.94,0.8,10,1,0
485,255,277,78,43,0.96,0.6,218,102,186,38,7,9,0.8,0.8,0,0,1
438,201,95,59,103,0.19,0.81,531,255,43,79,83,23,0.71,0.8,10,0,0
487,119,274,77,87,0.96,0.92,113,121,42,41,99,9,0.97,0.9,5,0,1
314,319,444,47,38,0.21,0.98,112,220,213,31,109,25,0.8,0.4,0,1,1
169,352,261,80,84,0.57,0.56,150,305,228,57,94,7,0.36,0.4,1,0,1
796,184,282,74,49,0.79,0.9,433,358,148,59,1,24,0.65,0.9,3,0,1
323,26,470,53,26,0.48,0.89,956,105,144,42,16,3,0.7,0.6,0,0,1
765,254,308,31,120,0.42,0.86,786,349,34,63,24,2,0.74,0.6,0,0,1
182,366,114,61,68,0.53,0.52,474,236,288,56,77,5,0.39,0.6,5,1,0
458,164,480,74,61,0.95,0.56,580,195,29,52,57,6,0.64,0.8,1,0,1
427,264,270,64,85,0.54,0.95,571,569,108,68,42,18,0.85,1.0,2,0,1
279,346,497,72,106,0.97,0.35,419,115,45,35,45,5,0.69,0.8,1,1,1
63,317,119,43,118,0.32,0.54,750,293,14,31,14,2,0.88,0.4,2,0,0
329,103,64,48,12,0.86,0.71,564,165,56,44,79,12,0.92,1.0,2,1,0
707,260,276,56,41,0.55,0.7,935,445,211,69,12,14,0.66,0.9,5,0,0
221,43,123,80,11,0.15,0.96,738,96,60,70,108,15,0.78,0.4,1,0,0
426,86,430,77,11,0.69,0.87,265,43,175,59,31,12,0.85,0.6,2,0,1
172,127,353,78,112,0.78,0.34,419,186,172,39,51,3,0.44,0.6,2,0,1
659,305,143,76,16,0.96,0.33,779,275,235,65,81,1,0.85,1.0,1,0,0
252,334,398,31,19,0.94,0.3,789,441,48,73,100,15,0.91,0.9,3,1,0
487,35,300,75,30,0.39,0.84,914,578,100,71,72,7,0.72,0.6,0,1,0
550,217,178,30,52,0.47,0.81,875,230,134,32,84,17,0.53,0.4,0,1,0
684,375,286,35,8,0.36,0.73,316,89,77,37,100,22,0.56,0.6,0,0,1
452,62,171,41,32,0.1,0.62,687,207,203,61,8,16,0.48,0.9,0,0,0
77,224,223,41,87,0.42,0.53,846,300,136,66,32,12,0.86,0.9,0,0,0
786,31,51,31,73,0.49,0.75,958,307,160,34,106,21,0.59,0.6,1,0,0
219,58,288,30,114,0.71,0.56,334,347,292,53,63,7,0.95,1.0,0,0,0
443,63,184,64,17,0.83,0.4,316,56,21,40,65,19,0.92,0.9,0,0,1
369,189,434,49,44,0.73,0.87,206,544,300,48,67,4,0.35,0.4,0,0,1
52,301,244,68,76,0.14,0.95,373,164,260,57,19,16,0.59,1.0,0,0,1
149,203,240,44,111,0.58,0.46,511,349,154,79,12,16,0.41,0.4,2,1,0
84,86,261,68,99,0.3,0.32,668,202,55,75,42,12,0.92,0.6,2,1,0
576,323,177,41,69,0.5,0.44,770,93,160,49,61,12,0.85,0.4,3,0,0
134,393,178,39,24,0.67,0.98,945,587,212,45,27,24,0.84,0.9,5,0,0
734,219,356,33,94,0.74,0.48,141,342,113,64,61,11,0.52,1.0,0,0,1
474,174,371,47,42,0.77,0.58,802,230,93,45,71,13,0.55,0.6,0,0,1
294,240,348,38,110,0.38,1.0,903,162,143,51,103,3,0.67,0.6,0,1,1
318,389,342,55,53,0.0,0.54,628,593,216,69,63,1,0.61,0.8,5,0,0
494,126,482,57,5,0.68,0.44,883,430,157,77,73,18,0.74,0.9,0,1,0
239,101,183,32,67,0.55,0.96,891,96,163,30,118,9,0.58,0.4,2,0,0
63,229,42,47,40,0.78,0.37,339,534,204,65,37,12,0.6,0.8,5,1,0
750,204,203,52,106,0.4,0.68,936,444,238,75,13,20,0.52,1.0,0,0,1
339,79,485,41,102,0.41,0.53,263,258,75,40,106,23,0.84,0.9,2,1,1
173,274,499,42,85,0.5,0.93,804,359,93,59,29,2,0.96,1.0,3,0,0
784,125,287,41,45,0.73,0.55,907,418,103,38,69,11,0.37,1.0,3,0,1
308,256,404,39,44,0.33,0.65,575,175,164,30,34,11,0.32,0.6,3,1,1
139,77,380,53,27,0.18,0.54,985,328,201,78,33,7,0.35,0.6,5,0,0
569,156,253,31,105,0.31,0.68,811,46,143,31,29,25,0.82,0.8,1,0,1
335,276,300,51,110,0.31,0.32,282,313,245,47,82,24,0.4,0.6,3,0,1
601,143,480,65,72,0.59,0.5,366,482,122,46,98,8,0.36,0.4,2,0,1
71,123,75,41,79,0.79,0.42,509,580,31,39,87,12,0.57,0.6,2,0,0
170,183,336,66,113,0.85,0.79,271,53,16,53,112,0,0.41,1.0,0,0,1
751,390,475,67,14,0.61,0.3,954,294,173,52,102,8,0.33,0.6,2,0,1
375,131,100,40,84,0.23,0.46,951,471,38,58,70,12,0.37,0.6,5,1,0
389,238,450,70,37,0.38,0.69,452,351,168,58,60,10,0.63,1.0,3,1,1
144,342,353,75,26,0.37,0.69,190,295,283,31,82,14,0.37,1.0,0,0,1
442,268,110,60,44,0.85,0.74,613,280,201,41,39,13,0.51,0.6,0,0,1
469,127,205,63,1,0.78,0.31,339,533,118,33,100,3,0.38,1.0,1,0,1
536,49,297,80,37,0.57,0.51,194,279,20,65,101,19,0.57,1.0,2,1,1
429,233,431,55,26,0.82,0.74,494,236,178,72,72,6,0.99,0.9,5,1,0
89,274,439,60,80,0.18,0.54,337,157,164,71,27,6,0.7,0.6,5,0,0
713,321,183,57,56,0.68,0.4,235,505,122,46,66,7,0.87,0.6,1,0,1
455,161,69,47,12,0.91,0.64,318,159,57,41,106,17,0.47,0.4,2,0,0
329,329,290,75,28,0.68,0.42,306,314,72,71,110,1,0.33,0.6,10,1,0
571,195,245,31,119,0.91,0.88,352,309,228,66,68,15,0.44,0.4,0,0,1
455,382,389,61,17,0.17,0.6,785,576,30,64,73,25,0.42,0.6,1,0,0
609,322,484,78,85,0.64,0.31,780,429,27,60,64,19,0.76,0.8,5,0,0
480,307,46,51,79,0.49,0.92,607,309,73,31,0,3,0.58,0.8,10,1,0
430,101,163,51,44,0.74,0.95,828,348,85,70,106,22,0.53,0.8,10,0,0
199,365,71,52,101,0.82,0.72,865,549,99,63,87,18,0.64,0.4,0,0,0
115,190,49,47,53,0.11,0.35,652,512,62,66,3,14,0.54,1.0,0,0,0
356,278,467,66,70,0.1,0.43,235,500,49,63,17,9,0.83,0.8,1,1,1
266,303,259,34,48,0.1,0.87,401,378,60,71,59,7,0.55,0.4,0,1,0
730,26,257,59,116,0.24,0.44,551,432,66,62,11,9,0.94,0.8,3,0,0
82,59,121,53,113,0.38,0.7,990,240,156,35,96,0,0.95,0.9,1,0,0
596,334,285,60,4,0.9,0.61,650,307,246,47,97,12,0.44,0.6,1,0,1
523,195,499,47,113,0.03,0.72,576,99,131,42,101,24,0.74,0.6,5,0,1
759,28,239,71,7,0.83,0.78,690,495,194,69,90,20,0.63,0.8,10,0,0
498,262,182,39,96,0.55,0.99,213,305,180,58,40,9,0.81,1.0,5,0,1
419,314,149,34,76,0.43,0.72,363,268,47,55,49,2,0.43,0.4,0,0,1
779,59,117,71,31,0.68,0.93,951,218,238,55,54,23,0.34,0.6,5,0,0
389,310,183,37,93,1.0,0.97,344,98,57,60,99,6,0.45,0.6,0,0,1
224,147,71,30,15,0.54,0.64,151,381,163,57,48,2,1.0,0.4,0,1,0
441,240,401,80,93,0.28,0.74,204,299,244,40,91,23,0.94,0.9,0,0,1
795,125,152,67,70,0.02,0.8,420,593,10,31,32,17,0.72,0.4,0,0,1
235,27,212,75,30,0.36,0.82,803,126,264,64,120,19,0.9,1.0,0,0,1
276,193,244,70,70,0.57,0.87,685,362,238,59,13,25,0.54,0.6,0,0,1
217,305,492,36,49,0.02,0.8,859,344,34,30,112,9,0.87,0.4,2,1,0
67,114,114,32,120,0.76,0.59,953,336,95,46,82,14,0.36,1.0,5,0,0
103,28,146,38,95,0.61,0.95,928,242,218,56,77,17,0.88,0.6,10,0,0
214,250,418,66,27,0.65,0.47,554,153,269,49,81,13,0.85,0.9,0,1,1
355,303,262,42,4,0.5,0.67,252,432,19,30,1,16,0.86,0.4,3,1,1
403,377,384,40,93,0.92,0.97,401,401,131,50,103,2,0.45,0.9,1,1,1
619,80,136,68,49,0.49,0.84,760,442,25,53,119,24,0.66,0.9,5,0,0
792,144,431,34,94,0.69,0.83,891,179,65,67,11,11,0.47,0.8,3,0,1
131,56,436,42,39,0.68,0.86,114,365,241,33,47,7,0.73,1.0,10,0,0
635,230,87,50,32,0.52,0.73,209,358,234,73,119,1,0.48,0.4,0,0,0
302,384,110,66,7,0.79,0.56,742,68,84,74,41,17,0.52,0.8,2,0,1
304,317,281,47,108,0.23,0.49,138,183,281,49,82,2,0.33,0.8,2,0,1
665,19,182,36,80,0.75,0.85,306,485,293,53,82,5,0.52,0.4,5,1,0
646,357,427,73,66,0.93,0.57,745,283,10,73,118,0,0.62,0.8,5,1,1
602,105,356,40,50,0.05,0.7,488,115,252,41,87,0,0.94,1.0,2,1,1
366,315,158,34,63,0.91,0.39,370,268,37,36,58,17,0.3,0.4,0,0,1
90,41,475,44,74,0.17,0.6,325,552,73,31,30,9,1.0,1.0,1,0,0
421,48,59,57,63,0.77,0.7,813,142,197,50,106,9,0.53,1.0,2,0,0
421,99,346,40,101,0.21,0.58,214,485,102,48,69,21,0.52,1.0,10,0,0
387,111,467,69,44,0.8,0.51,783,589,296,43,30,21,0.49,0.6,0,0,1
793,226,209,76,109,0.1,0.67,370,336,54,65,6,25,0.36,0.8,2,1,1
747,273,337,71,27,0.82,0.36,746,136,261,54,21,2,0.48,0.8,5,0,1
492,29,228,69,55,0.59,0.43,387,528,223,69,28,3,0.48,0.6,5,0,0
178,23,390,72,26,0.75,0.65,488,444,57,78,13,2,0.92,0.6,0,1,1
186,88,399,35,4,0.05,0.38,238,433,294,69,50,9,0.39,0.4,2,1,0
195,17,422,57,11,0.44,0.88,669,198,162,64,112,25,0.82,0.8,0,0,0
766,96,284,31,102,0.17,0.31,828,482,273,38,56,5,0.33,0.6,5,0,0
128,231,228,74,90,0.93,0.42,100,335,220,57,0,3,0.9,0.4,3,1,1
559,31,410,65,56,0.52,0.39,467,443,258,35,43,11,0.6,0.6,2,0,1
446,336,201,41,14,0.1,0.48,506,155,26,72,36,10,0.67,0.9,1,1,0
360,343,180,57,70,0.35,0.61,970,41,208,49,108,15,0.44,0.8,1,0,1
753,302,380,63,1,0.88,0.63,584,152,48,52,95,20,0.78,0.8,0,1,1
401,45,483,31,45,0.17,0.99,181,599,25,78,74,1,0.52,1.0,3,0,0
489,172,172,57,52,0.08,0.78,368,80,228,58,25,8,0.51,0.9,0,1,1
733,304,398,52,16,0.51,0.47,995,67,135,71,104,6,0.9,0.4,10,0,0
123,245,126,68,42,0.3,0.57,590,431,296,32,20,17,0.7,0.4,1,1,0
381,199,128,38,38,0.28,1.0,294,393,152,54,9,3,0.91,0.8,1,0,0
107,293,174,51,9,0.14,0.87,331,183,191,80,50,20,0.81,1.0,0,0,0
660,104,326,80,95,0.27,0.86,593,498,97,51,0,0,0.73,0.4,0,0,1
341,334,121,30,32,0.02,0.71,988,267,273,52,82,18,0.82,0.6,1,0,0
240,364,76,49,33,0.74,0.61,357,357,212,49,61,0,0.98,0.8,0,1,0
372,352,487,31,68,0.76,0.62,827,286,286,48,105,13,0.4,0.4,10,0,0
140,87,498,80,26,0.39,0.73,975,385,44,44,78,10,0.57,1.0,0,0,1
272,106,435,54,105,0.11,0.93,528,168,294,76,12,13,0.77,0.9,2,0,1
688,354,297,33,23,0.7,0.47,568,386,52,36,4,12,0.52,1.0,2,0,1
380,205,63,61,43,0.49,0.61,411,506,125,31,101,0,0.72,0.6,0,0,1
71,112,198,47,17,0.57,0.38,116,595,163,48,99,7,0.58,0.9,10,0,0
339,378,357,41,43,0.04,0.75,456,105,270,38,32,4,0.58,0.4,0,1,1
381,106,261,53,1,0.12,0.64,947,597,35,62,107,1,0.84,0.9,1,0,0
176,67,420,58,58,0.66,0.57,658,426,135,63,32,5,0.48,0.8,5,0,0
81,301,390,67,103,0.11,0.3,234,350,144,67,108,2,0.33,0.4,2,1,0
417,259,76,63,36,0.11,0.98,799,286,174,70,62,24,0.85,0.8,0,1,0
319,366,157,36,37,0.65,0.76,458,457,206,64,88,10,0.6,0.6,1,0,0
333,56,483,78,17,0.07,0.5,835,215,278,56,88,0,0.48,1.0,0,0,1
424,311,449,53,78,0.91,0.45,313,337,155,79,70,4,0.88,0.8,5,1,0
82,267,74,63,86,0.22,0.95,854,152,242,47,27,17,0.78,0.6,0,0,0
523,329,389,55,103,0.93,0.46,690,301,95,78,92,12,0.48,1.0,3,0,1
100,78,130,41,94,0.02,0.96,286,90,132,69,13,9,0.54,0.6,0,0,0
552,302,392,77,78,0.76,0.97,563,445,257,71,68,15,0.82,0.6,1,1,1
234,170,427,40,107,0.4,0.85,403,345,193,79,120,20,0.96,0.6,0,0,0
624,132,438,49,82,0.98,0.5,478,228,269,68,39,12,0.6,0.9,3,1,1
452,105,181,59,30,0.94,0.58,837,445,15,66,11,16,0.36,1.0,0,0,1
370,174,431,75,52,0.91,0.87,908,571,223,79,50,13,0.46,0.4,3,0,0
247,17,265,32,45,0.56,0.36,266,278,28,70,92,9,0.64,0.8,3,0,0
787,13,113,44,112,0.87,0.43,949,301,168,73,111,21,0.31,0.8,3,0,0
454,47,48,57,108,0.57,0.75,512,450,257,56,39,10,0.47,1.0,2,0,1
98,394,262,34,85,0.63,0.79,433,547,144,55,49,7,0.88,1.0,0,1,0
585,89,152,79,75,0.27,0.63,234,596,129,70,84,24,0.72,1.0,1,0,1
77,311,476,60,98,0.22,0.68,480,454,79,71,0,23,0.38,0.8,1,0,0
537,257,212,79,113,0.35,0.6,546,55,79,40,17,7,0.63,0.6,10,0,1
192,157,353,36,63,0.29,0.91,116,82,50,73,66,18,0.99,0.8,0,0,1
374,91,37,66,92,0.22,0.86,917,313,282,46,68,23,0.42,1.0,3,0,0
300,276,179,73,95,0.45,0.78,492,435,255,58,4,20,0.91,0.9,0,0,1
499,276,123,44,100,0.99,0.66,331,123,171,58,33,18,0.38,0.8,1,1,1
305,385,478,44,37,0.51,0.82,214,558,249,56,45,15,0.36,0.9,0,1,1
211,367,228,47,60,0.28,0.93,196,264,158,76,64,16,0.62,1.0,1,0,1
778,291,228,36,108,0.14,0.49,857,286,32,76,106,24,0.82,0.9,5,1,0
422,73,83,50,26,0.42,0.86,825,84,294,62,103,21,0.76,0.6,1,0,0
155,140,337,37,104,0.66,0.8,909,284,266,75,109,23,0.93,0.4,2,1,0
300,64,486,62,30,0.58,0.37,852,551,215,46,2,21,0.77,0.6,5,1,0
287,193,223,58,118,0.67,0.46,759,315,292,68,89,19,0.92,0.6,10,1,0
86,366,156,43,44,0.37,0.87,459,597,83,37,60,7,0.59,0.8,0,0,0
369,121,118,63,25,0.19,0.56,248,115,142,70,44,2,0.84,0.9,2,1,1
135,384,273,79,65,0.36,0.88,516,425,37,37,45,5,0.51,0.6,0,0,1
724,103,35,61,38,0.43,0.79,352,57,249,47,59,13,0.97,0.9,10,1,0
677,245,202,73,116,0.77,0.67,204,274,52,43,120,8,0.38,0.4,10,0,1
471,393,263,38,51,0.5,0.43,603,402,133,50,14,6,0.67,0.6,10,0,0
105,373,58,57,5,0.01,0.8,281,413,184,47,53,21,0.72,0.8,2,0,0
77,285,225,41,100,0.85,0.68,378,357,226,57,87,4,0.83,0.8,2,0,0
517,281,269,64,10,0.55,0.6,722,378,194,66,76,16,0.45,0.8,0,1,1
474,316,207,69,52,0.81,0.46,323,59,19,54,18,25,0.56,1.0,10,1,1
191,33,50,60,54,0.57,0.42,510,449,82,33,99,11,0.58,0.9,1,0,0
228,16,385,33,110,0.86,0.43,110,495,141,51,107,18,0.97,0.4,2,1,0
277,40,430,67,69,0.88,0.73,327,480,215,39,7,10,0.9,1.0,3,0,1
112,272,462,35,109,0.83,0.86,510,573,88,44,69,14,0.51,0.6,0,0,1
660,301,76,70,75,0.08,0.42,983,269,32,39,9,16,0.38,1.0,3,1,1
179,81,231,33,37,0.24,0.31,588,460,117,80,1,9,0.87,0.8,0,0,0
419,155,404,67,73,0.75,0.32,295,291,114,31,60,23,0.32,1.0,1,1,1
79,248,222,45,9,0.72,0.87,632,237,179,76,106,1,0.51,0.9,2,0,0
614,12,488,36,117,0.44,0.66,577,121,85,68,38,13,0.42,1.0,10,0,1
471,314,407,80,12,0.77,0.98,838,118,256,42,56,5,0.7,0.4,3,0,1
205,304,282,69,17,0.3,0.71,521,585,51,62,71,24,0.89,1.0,0,1,0
84,107,329,76,52,0.47,0.39,417,315,187,78,108,17,0.85,1.0,5,0,0
541,137,261,48,0,0.73,0.53,878,566,68,38,100,16,0.94,0.8,2,0,0
614,192,339,51,19,0.46,0.83,143,474,144,44,34,9,0.51,0.9,0,0,1
505,20,120,30,14,0.84,0.9,662,435,55,50,69,1,0.45,0.9,5,1,0
191,371,472,38,109,0.6,0.55,382,501,27,37,109,0,0.59,1.0,3,1,1
249,215,313,76,93,0.33,0.32,416,483,32,54,119,0,0.53,0.8,2,1,1
329,362,231,34,47,0.41,0.49,329,47,203,62,101,20,0.39,0.6,0,0,1
524,11,78,61,66,0.63,0.79,528,253,225,30,17,1,0.97,1.0,1,0,1
354,245,147,73,66,0.68,0.37,871,311,186,54,75,22,0.57,0.4,0,1,0
223,324,248,50,75,0.78,0.66,973,191,126,74,9,17,0.8,0.4,1,1,0
393,205,365,58,117,0.93,0.91,716,241,26,76,0,18,0.32,0.9,10,1,1
120,61,495,79,68,0.48,0.79,767,451,126,76,90,12,0.96,0.8,0,1,0
126,363,436,34,53,0.14,0.78,771,357,184,69,96,6,0.87,0.4,3,1,0
729,332,91,35,106,0.13,0.38,431,445,101,37,25,3,0.45,0.8,10,0,0
299,386,487,37,42,0.51,0.51,306,515,221,78,24,4,0.88,1.0,0,0,1
132,330,268,52,78,0.2,0.63,140,91,163,58,94,15,0.33,0.4,0,0,1
480,29,365,55,0,0.92,0.49,755,85,290,42,25,25,0.31,0.9,3,1,1
511,101,56,56,28,0.66,0.5,479,510,47,51,18,13,0.8,1.0,2,0,0
201,308,219,30,48,0.43,0.41,619,89,11,80,41,19,0.5,0.8,0,0,0
246,349,344,51,20,0.86,0.65,590,484,149,79,109,14,0.89,0.9,0,1,0
343,66,459,76,105,0.98,0.94,529,591,222,71,99,18,0.91,1.0,10,0,0
177,114,39,70,100,0.03,0.63,872,142,154,74,46,19,0.64,0.8,3,0,0
